id,sentence,label,detailed_source,Morphology,Semantics,Syntax,Hallucination
1255,Композитора госпитализировали после заражения вирусом Зика во время химиотерапии в США .,1,WikiMatrix,0,0,0,0
1256,Я сделал это по его просьбе.,1,Tatoeba,0,0,0,0
1257,"Звёзды на плечах символизируют честность и достоинство человека, живущего по его принципам.",0,YandexCorpus,0,0,1,0
1258,"Система консультаций часто включает в себя формальные группы, и было предложено, что обычные граждане могут быть оставлены вне цепи.",0,YandexCorpus,0,0,0,1
1259,Этот процесс имеет решающее значение в электронной промышленности.,1,WikiMatrix,0,0,0,0
1260,Характерная полиномия матрицы целых чисел имеет целые коэффициенты.,1,WikiMatrix,0,0,0,0
1261,Они зачислили его в модельную академию Ана Сантистебана.,1,WikiMatrix,0,0,0,0
1262,"Мусульманские богословы заявили о невозможности полностью предотвратить поход армии ""неверных"" через Иорданскую долину.",1,WikiMatrix,0,0,0,0
1263,"Заключенных оставили в изоляции на три месяца, заставляли трудиться.",1,WikiMatrix,0,0,0,0
1264,Я влюблен в тебя и хочу выйти за тебя замуж.,0,Tatoeba,0,1,0,0
1265,Его первая дочь родилась К.,0,WikiMatrix,0,0,0,1
1266,С тех пор он занимался практически только пейзажными темами.,1,WikiMatrix,0,0,0,0
1267,"Какие плюсы включают в себя поддержка двухпроцессорных компьютеров, адаптация к HDRI?.",0,WikiMatrix,0,0,1,0
1268,"Глава местного женского института отказывается санкционировать календарь, поэтому Крис и Анни подали заявление на национальный конгресс женского института в Лондоне.",1,WikiMatrix,0,0,0,0
1269,"В 1985 году часть шведского финансового сектора не регулировались, это привело к крупнейшему кредитному экспансии в последние годы.",0,WikiMatrix,0,0,1,0
1270,Вы всегда звонили мне из ее дома.,1,Tatoeba,0,0,0,0
1271,"Пойманных акул выбрасывают за борт, уровень выживаемости до низкого (траления), пойманные.",0,WikiMatrix,0,0,0,1
1272,Реабилитация рынка морского транспорта после кризиса не будет быстрой.,1,YandexCorpus,0,0,0,0
1273,"С помощью каких объектов персонаж может взаимодействовать, завися от своего класса.",0,WikiMatrix,0,0,1,0
1274,В тот самый момент я влюбилась в этот язык.,1,Tatoeba,0,0,0,0
1275,Папа римский Франциск после нападения Германии на Нидерланды выразил соболезнования бельгийской королевской семье (результаты опроса).,1,WikiMatrix,0,0,0,0
1276,Путин пообещал прислушаться к каждому звуку ночью.,0,WikiMatrix,0,1,0,0
1277,"Когда прибыло больше китайских мусульманских войск, они усилили китайский гарнизон в Кашгаре.",1,WikiMatrix,0,0,0,0
1278,Японские дзюдоисты стали чемпионами мира по версии WBSS.,1,WikiMatrix,0,0,0,0
1279,"Все, что Том делает, это смотреть телевизор.",0,Tatoeba,0,0,1,0
1280,"Они хотят, чтобы я разговаривал с вами.",1,Tatoeba,0,0,0,0
1281,"Чтобы помочь защитить ваших детей от контакта с незнакомцами во время обмена мгновенными сообщениями, настройте программное обеспечение, чтобы разрешить только одобренные контакты.",1,YandexCorpus,0,0,0,0
1282,Каждый цветок может покинуть своё место спустя несколько лет.,0,WikiMatrix,0,1,0,0
1283,Маалула признан изобретателем новой разновидностью египетской иероглифической системы.,0,WikiMatrix,0,0,1,0
1284,"Среди популярных достопримечательностей, доступных пешком отсюда, - Augustusplatz, Opera House и Museum изящного искусства.",0,YandexCorpus,0,0,0,1
1285,"Прямо напротив пляжа и в нескольких минутах ходьбы от супермаркета, пабов и пляжного бара.",1,YandexCorpus,0,0,0,0
1286,"Умер один из авторов ""Убить Билла 3"" и его жена.",0,WikiMatrix,0,0,1,0
1287,"В ""Диснейленде"" заявили о проблемах в работе группы после срыва концерта Beat.",1,WikiMatrix,0,0,0,0
1288,"Обвиняемый в нанесении имущественного ущерба, оцененный во 1 млн фунтов, обвинили полицейскими.",0,WikiMatrix,0,0,1,0
1289,"Журналисты газеты распространяли слухи, что СССР планировал взорвать термоядерную бомбу на Луне.",1,WikiMatrix,0,0,0,0
1290,Он позволил им гулять по саду.,1,Tatoeba,0,0,0,0
1291,"В Пенсильвании девушка получила степень бакалавра искусств по специальности ""востоковедение"".",1,WikiMatrix,0,0,0,0
1292,"С 1772 года он колесил по стране, посещая памятники старины зарисовывая свою память.",0,WikiMatrix,0,0,0,1
1293,"Когда вы впервые увидите этот цветок, вы не можете понять, что это действительно поинсетия.",0,YandexCorpus,1,0,0,0
1294,"Этот продукт был одним из первых синтетических каучуков в истории, известен как неопрен.",1,WikiMatrix,0,0,0,0
1295,"Армянская колонизация и колонию Афины смогли сосредоточить внимание на росте, не приблизившись к конфликту.",0,WikiMatrix,0,0,1,0
1296,Станция находится в 100 метрах отсюда.,1,Tatoeba,0,0,0,0
1297,"Фёдор и Николс играли на гитаре, басу и барабане.",0,WikiMatrix,1,0,0,0
1298,В Люксембурге вновь был выпущен почтовый лист номиналом 25 сантимов.,1,WikiMatrix,0,0,0,0
1299,В Которском заливе прошли восстановительные работы.,1,WikiMatrix,0,0,0,0
1300,Мне действительно нужно кого-то убить.,1,Tatoeba,0,0,0,0
1301,ЦГВУ будет и впредь оказывать поддержку координации на страновом и региональном уровнях и служить центром тяжести для более тесного сотрудничества на глобальном уровне.,1,YandexCorpus,0,0,0,0
1302,Том начал изучать арабский язык для развлечений.,0,Tatoeba,0,0,1,0
1303,"В Италии построила дорогу, соединяющую долину Роны с Италией через перевал для транспортировки артиллерии.",0,WikiMatrix,1,0,0,0
1304,Кошки были священными животными в Древнем Египте.,1,Tatoeba,0,0,0,0
1305,"С начала массовых репрессий в Монголии ОВС сильно пострадало, с началом первоначальных успехов вынуждено мигрировать в Китай.",0,WikiMatrix,0,0,1,0
1306,"Это означает, что он предлагает больше места для меньше денег, чем лучшие продавцы в классе.",1,YandexCorpus,0,0,0,0
1307,"Я не знаю, насколько стар этот мост.",1,Tatoeba,0,0,0,0
1308,"Турниры по кулачным боям, напоминающим бокс в Греции проходят ещё в Древней Греции.",0,WikiMatrix,0,0,0,1
1309,Авто* — принтер пытается подключиться к сети с текущей скоростью сети.,0,YandexCorpus,0,0,0,1
1310,Церковь Святого великомученика Никиты в Орловской области провела богослужение.,1,WikiMatrix,0,0,0,0
1311,Плато получит пять лет испытательного срока.,1,WikiMatrix,0,0,0,0
1312,"Газеты США опубликовали лишь одну версию доклада Мюллера по России ""в розовых тонах"".",1,WikiMatrix,0,0,0,0
1313,Тогда появилась идея объяснить позицию нестяжателей религиозно-нравственными побуждениями.,1,WikiMatrix,0,0,0,0
1314,Том не собирается продать свой дом.,0,Tatoeba,1,0,0,0
1315,"Большинство трансформационных последовательностей аниме включают в себя использование блестящих красных или розовых лент, которые вылетают из ее брошюры и образуют ее униформу.",1,WikiMatrix,0,0,0,0
1316,"Когда образовалась духовная семинария, в 1812 году она получила статус мужской гимназии.",0,WikiMatrix,0,0,1,0
1317,"Члены должны быть частью оси, но эту команду можно применить либо к оси ряда, либо к оси столбца.",1,YandexCorpus,0,0,0,0
1318,"Многие из членов династии, которые жили на Ближний Восток, его навещали, считая Ахмеда благочестивым человеком.",0,WikiMatrix,0,0,1,0
1319,Сообщение с ним просто пешком.,0,WikiMatrix,0,0,0,1
1320,"Учитывая маленькие размеры его искусства, он мог собрать под рукой полную галерею выставок.",1,WikiMatrix,0,0,0,0
1321,"Испанию, сборную Андалусии впервые завоевали национальную сборную.",0,WikiMatrix,0,0,1,0
1322,"Есть неловкие смены со второго на третьего, и длинные отрывки относятся к доктору Садлеру в третьем лице.",0,YandexCorpus,0,0,0,1
1323,"Что ж на самом деле павильон трехэтажный, хотя он выглядит двухэтажным.",1,WikiMatrix,0,0,0,0
1324,"Выставка привлекла внимание Лорен Харрис, поддержавший любовь Макдональда к живописи и начала пропагандировать свои произведения.",0,WikiMatrix,0,0,1,0
1325,Это привело к созданию в Керале единой православной церкви.,1,WikiMatrix,0,0,0,0
1326,Прямое хранение отношений позволяет перемещаться по постоянному времени.,0,WikiMatrix,0,0,0,1
1327,"Том ждал, пока все сядут.",1,Tatoeba,0,0,0,0
1328,"Также будут использованы два дневника транзакций, чтобы восстановить базу данных к текущему времени.",1,YandexCorpus,0,0,0,0
1329,В детский центр Шахтёрского поселка в Трёхкилометрах от московских шахтеров проходит школьная школа.,0,WikiMatrix,0,0,0,1
1330,Сотни безработных мужчин спит там день и ночь.,0,Tatoeba,0,0,1,0
1331,"Он только что услышал исполнение первой и четвертой симфоний Бетховена, пришел на сцену и представил себя.",0,TED,0,0,1,0
1332,"Книга второй в Германии первым по версиям ""Моей борьбы"".",0,WikiMatrix,0,0,1,0
1333,"The Beatles заявили о ""американским ответе"" на ее песню.",1,WikiMatrix,0,0,0,0
1334,Это не займет много времени.,1,WikiMatrix,0,0,0,0
1335,Дальнейшее расширение Генерального плана КЛИА предусматривает создание еще двух взлетно-посадочных полос.,1,WikiMatrix,0,0,0,0
1336,"Его показало, что среди жителей Сакаара он встречается с Лидером и почему не рассказал.",0,WikiMatrix,0,0,0,1
1337,"Кибергруппа ""Ленинград"" нашла музыканта для своего состава.",1,WikiMatrix,0,0,0,0
1338,"Кто знает, почему Том лгал?",1,Tatoeba,0,0,0,0
1339,"Доверяя политической защите, нападавшие даже не помешали бежать из Мадрида.",0,WikiMatrix,0,0,1,0
1340,"Эксперты закрыли проект ""Москвича"" из маркетинговых целей.",0,WikiMatrix,1,0,0,0
1341,"Я все еще сижу в постели, ем тосты, нет масла, и овсянка, нет коричневого сахара.",0,YandexCorpus,0,0,1,0
1342,"Артиллерийский огонь и авиакатастрофы, требуемые Шмиттом, никогда не приходили.",0,WikiMatrix,0,0,0,1
1343,"В Чехии окончил школу астронавтики Байден, ставший впоследствии сенатором США.",1,WikiMatrix,0,0,0,0
1344,И все это твердая сталь – вы можете услышать здесь.,1,TED,0,0,0,0
1345,В 1995 году Йоханссон передал свои работы Национальной и Университетской библиотеке Исландии для сохранения.,1,WikiMatrix,0,0,0,0
1346,"Игры полны грубых сексуальных действий, хватает насилия над женщинами (оральный секс в большинстве случаев).",1,WikiMatrix,0,0,0,0
1347,Походные переписи 1910 года в посёлке Полукирь зафиксировали около восьми человек.,1,WikiMatrix,0,0,0,0
1348,Шведская компания MIDP ответит перед ЕС после загрязнения воздуха от химикатов Brent&Joon.,1,WikiMatrix,0,0,0,0
1349,"В стенах было не менее четырех башен, а не более восьми ворот, которые были установлены.",0,WikiMatrix,0,1,0,0
1350,"Услуги, предлагаемые в Kyoto Horikawa Inn, включают бесплатную парковку и транспортный билет.",1,YandexCorpus,0,0,0,0
1351,"Вы должны были взять космический корабль, уменьшить его, ввести в кровоток.",1,TED,0,0,0,0
1352,В США завершилась антисахарная кампания против алкоголя.,1,WikiMatrix,0,0,0,0
1353,Вы покупали это для них?,1,Tatoeba,0,0,0,0
1354,В 2016 году компания ofo расширилась до других городов Китая и к концу года имела флот из 85 000 велосипедов.,0,WikiMatrix,0,0,0,1
1355,Он представлял Индию в ООН.,1,WikiMatrix,0,0,0,0
1356,Том больше не выходит с Марией.,0,Tatoeba,0,1,0,0
1357,Прием посетителей проводится строго по предварительному согласованию.,1,WikiMatrix,0,0,0,0
1358,Скотт стал соперником Хокс в 1/8 финала летней Лиги НБА.,1,WikiMatrix,0,0,0,0
1359,"Это было пропагандистское заявление, полезное как президенту Путину, так и президенту Воронину.",1,YandexCorpus,0,0,0,0
1360,Для снятия с огня коллиевых изделий на могилу нужны специальные мероприятия.,0,WikiMatrix,0,0,0,1
1361,"Интересно, что Том на самом деле имел в виду.",1,Tatoeba,0,0,0,0
1362,Его материнская семья выходит из Карачи.,0,WikiMatrix,0,1,0,0
1363,Как вы узнали друг друга?,1,Tatoeba,0,0,0,0
1364,"Все были в ужасе от того, что может произойти, если испанцы вторгнуться.",1,WikiMatrix,0,0,0,0
1365,Младшенькая из знаменитой голливудской семьи Барни Уиттакер получила медицинское образование за пределами штата Иллинойс.,1,WikiMatrix,0,0,0,0
1366,У него нет никаких вредных привычек.,1,Tatoeba,0,0,0,0
1367,"Хорошее, чем на самом деле, кето-форма является стабильной.",0,WikiMatrix,0,0,0,1
1368,София Годжа стала студенткой престижной частной школы на юге Испании.,1,WikiMatrix,0,0,0,0
1369,В Хевроне в тот же день по подозрению в терроризме задержали 10 палестинцев.,1,WikiMatrix,0,0,0,0
1370,Один из них — профессор Макс Мюллер.,1,WikiMatrix,0,0,0,0
1371,"Большинство критиков сочли новый альбом группы ""s"" успешным, хотя песня The Do была отвергнута жюри Каннского фестиваля.",1,WikiMatrix,0,0,0,0
1372,"Впрочем, в декабре этого же года вновь был принят в службу, теперь в Кронштадтской инженерной команде.",0,WikiMatrix,0,0,1,0
1373,"В чешские газеты было отправлено письмо, содержащее информацию о предполагаемом будущем убийстве президента Гавеля четырьмя или пятью членами и их местонахождении.",0,WikiMatrix,0,0,1,0
1374,Мне взять с собой Тома?,1,Tatoeba,0,0,0,0
1375,Том едет туда каждый день.,0,Tatoeba,0,1,0,0
1376,Обычно проданный ламбик является смесью различных сортов его.,0,WikiMatrix,0,0,1,0
1377,Рейс был выбран Лос-Анджелесом Гэлакси в третьем раунде проекта колледжа MLS 1998 года.,0,WikiMatrix,0,0,1,0
1378,Сэнгоку Огасавара вновь атаковали силы Тоётоми Хидеёси в течение периода.,0,WikiMatrix,0,0,0,1
1379,На Замкового камня в середине замочного камняка установлена запись от 1755 года.,0,WikiMatrix,0,0,1,0
1380,"В 2016 году китайская компания изменила логотип ""Светлого пути"", чтобы конкурировать с ney World Group на национальном телевидении.",1,WikiMatrix,0,0,0,0
1381,"Его ежедневно кормили кусочком хлеба и капустой, но ему отказывали в доступе к медицинской помощи.",1,WikiMatrix,0,0,0,0
1382,Оба находятся в собственности и управляются американскими силовиками.,1,WikiMatrix,0,0,0,0
1383,"Я думаю, что фотографии говорят сами за себя.",1,YandexCorpus,0,0,0,0
1384,"Netflix выпустил ""Антимайдановскую полицию"" вместе со снайперским оружием.",0,WikiMatrix,0,0,0,1
1385,С тех пор в резерв были добавлены новые небольшие участки земли.,1,WikiMatrix,0,0,0,0
1386,"Писательница в 1934 году рассказала, как ее родители ""отравились"" голодом за попытку заполучить свой наследственный капитал Гарриет Стонтоном.",0,WikiMatrix,0,1,0,0
1387,Исследователь предложил многообещающие направления лечения рака.,1,Tatoeba,0,0,0,0
1388,В настоящее время обновление происходит каждые 6 месяцев.,1,WikiMatrix,0,0,0,0
1389,"Маша увидела Тявку собаку и сказала ей: - У меня кровать неудобна, подушка душа, одеяло кусается, я не могу уснуть!",0,WikiMatrix,0,0,1,0
1390,ADE 651 широко используется иракской полицией и иракской армией.,1,WikiMatrix,0,0,0,0
1391,"На встрече с жителями Беслана Николай Шепель заявил, что бунтовщики использовали фейерверки.",1,YandexCorpus,0,0,0,0
1392,Через два месяца он ушёл.,1,WikiMatrix,0,0,0,0
1393,"По словам Гитлера, подготовку этих частей необходимо было осуществлять для того, чтобы продолжить наступление.",1,WikiMatrix,0,0,0,0
1394,Том скучает по своей жене Марии.,1,Tatoeba,0,0,0,0
1395,"Риши на случай обмена после побега от террористов в Москве, убив двух из немецких.",0,WikiMatrix,0,0,0,1
1396,"Просьба обратить внимание на то, что дети в возрасте до 13 лет не допускаются в клубный зал после 17:00.",1,YandexCorpus,0,0,0,0
1397,"Литовский фронт активистов создали в 1940 году, участники которого ставили задачу восстановить независимость литовской страны.",1,WikiMatrix,0,0,0,0
1398,Он похож на Джонни Деппа.,1,Tatoeba,0,0,0,0
1399,Автомобиль ударился над светлым полюсом и светлом дорожного движения.,0,Tatoeba,0,0,0,1
1400,Я ждала всей своей жизни на этот день.,0,Tatoeba,0,0,1,0
1401,Ее сопровождали 13 танцовщиц и 3 музыканта.,1,WikiMatrix,0,0,0,0
1402,К 1905 году численность населения возросла до 100 человек.,1,WikiMatrix,0,0,0,0
1403,"Платформа RSA enVision также построена для интеграции с сетевыми хранилищами EMC, предлагая клиентам cradle-to-grave подход для управления данными событий журнала соответствия безопасности.",0,YandexCorpus,0,0,0,1
1404,Последнее может достигать расстояния в 1 AU от звезды и является сильно плоским и наблюдается на крае.,0,WikiMatrix,0,0,0,1
1405,С начала 1990-х годов европейцы стали использовать ресурсы Канады для производства товаров в США.,1,WikiMatrix,0,0,0,0
1406,"Стоимость отопительного сбора вблизи заднее крыло, алюминиевые splitters может быть повышенной на уровне 1,5 тыс. рублей за сутки с целью переохлаждения автомобиля.",0,WikiMatrix,0,0,0,1
1407,Шепкинский лес — охраняемый район и крупнейшая лесная плантация в Ростове-на-Доне.,0,WikiMatrix,0,0,1,0
1408,"У меня есть сосед, который знает 200 видов вина.",1,TED,0,0,0,0
1409,"В ресторане Mendes находится ресторан The Garden, в котором подается широкий ассортимент местной и международной кухни и вин.",1,YandexCorpus,0,0,0,0
1410,Историю женитьбы наделали много шума.,0,WikiMatrix,0,0,1,0
1411,"Известный российский боксер признался, что появление в ревю гарантировало успех.",1,WikiMatrix,0,0,0,0
1412,Родственники Феодора стали правителями от Фессалоник в связи с этим.,0,WikiMatrix,0,0,1,0
1413,Международная комиссия МОК может отменить решение о признании Байкала регионом РФ.,0,WikiMatrix,0,0,0,1
1414,По общему объему пресных ресурсов Россия занимает лидирующие позиции среди европейцев.,1,WikiMatrix,0,0,0,0
1415,"Пообещайте мне, что вы не скажете ей.",1,Tatoeba,0,0,0,0
1416,Аэродром малой авиации в Москве.,1,WikiMatrix,0,0,0,0
1417,В 1985 году окрестности Шеврёза объявили природным парком.,1,WikiMatrix,0,0,0,0
1418,Он прыгнул с одного предмета на другой.,1,Tatoeba,0,0,0,0
1419,Внешний аудитор постоянно смотрит на финансовую отчетность организации.,1,WikiMatrix,0,0,0,0
1420,Ему не нужен какой-либо совет.,1,Tatoeba,0,0,0,0
1421,"В первых месяцах президентства дуче с иронией вспоминал о захвате территорий ""самыми опытными военными"" Британии на суш.",0,WikiMatrix,1,0,0,0
1422,"Теодор Мюмзен предполагал, что этих монет было отчеканено в период с 74 по 49 годы до нашей эры.",0,WikiMatrix,0,0,1,0
1423,В своей хронологии они обозначают до 30 лет жизни женщины.,1,WikiMatrix,0,0,0,0
1424,"Что за испанский пистолет-пулемёт, который выпускался с 1945 года и создан на базе знаменитого немецкого ""Мп40"" Star Z-45?",1,WikiMatrix,0,0,0,0
1425,"Для работы он иногда подписывал именами Lallemant, Allemanus и Alembert.",0,WikiMatrix,0,0,0,1
1426,Это должен быть новый подход к реализации прокрутки в Lion.,1,YandexCorpus,0,0,0,0
1427,"Ее мать была мягкой, доброжелательной, хотя и нерешительной, любившей искусство и ценящей образование.",1,WikiMatrix,0,0,0,0
1428,"Строительство комплекса началось в конце 1990-х, поэтому кризис 1998 года помешал завершить проект.",1,WikiMatrix,0,0,0,0
1429,"Между странами начались переговоры в рамках ""ООН"" 22 декабря.",1,WikiMatrix,0,0,0,0
1430,Также группа планирует выбрать клавишника.,1,WikiMatrix,0,0,0,0
1431,"Директор пророка в мечети Пророка долгое время преподавал, но почему не остался дома.",0,WikiMatrix,0,0,0,1
1432,"Между тем, поездки Литвиненко в Италию стали чаще.",1,YandexCorpus,0,0,0,0
1433,Действительно ли он был таким плохим?,1,Tatoeba,0,0,0,0
1434,"Но я имею в виду, что в дальнейшем не представляется немыслимым, что люди будут членами двух социальных сетей.",0,YandexCorpus,0,1,0,0
1435,Группа празднует свою 30-ю годовщину концертом 2 апреля 2012 года в Белградском спортивном зале.,1,WikiMatrix,0,0,0,0
1436,Перестань вести себя как ребенок.,1,Tatoeba,0,0,0,0
1437,Британский депутат пообещал экономить около 80 тыс. фунтов от отказа от веленя в 2017 году.,0,WikiMatrix,0,1,0,0
1438,"Доля операционных расходов в продажах выросла с 54,4% за 9 месяцев 2006 года до 59,8% за тот же период следующего года.",1,YandexCorpus,0,0,0,0
1439,Американский союз штата отмечает своё столетие.,1,WikiMatrix,0,0,0,0
1440,Не волнуйтесь о моей собаке.,1,Tatoeba,0,0,0,0
1441,В США семья из Польши перемещена в Варшавское гетто.,1,WikiMatrix,0,0,0,0
1442,"На самом деле, Литвиненко никогда не был независимой фигурой.",1,YandexCorpus,0,0,0,0
1443,"Стихотворный размер стихотворения относится ко временам язычества (эпохи средневековья), но в его основе лежит глубокий религиозный смысл.",1,WikiMatrix,0,0,0,0
1444,Помощники в тюрьме активизировали патагонскую ласка.,0,WikiMatrix,0,0,1,0
1445,До провозглашения независимости Ливии (1951 год) Триполи был одним из центров национально-освободительной борьбы.,1,YandexCorpus,0,0,0,0
1446,"В лета 2008 года вошел во второй раз, побывав на футбольном поле в основном составе.",0,WikiMatrix,0,0,1,0
1447,Они начались заменять на электронные с 1984 года.,0,WikiMatrix,1,0,0,0
1448,"В процессе двоих заключённых убит робот, контролируемый искусственным интеллектом Тау.",1,WikiMatrix,0,0,0,0
1449,"Но для того, чтобы действительно личность движения, они хотели назвать ее.",0,TED,0,0,0,1
1450,"Я думаю, что этот препарат сделает вам много хорошего.",0,Tatoeba,0,1,0,0
1451,"В период с февраля по март Шугаев, ныне являющийся полковником, временно выполнял функции заместителя начальника штаба вспомогательного командного пункта 8-й гвардейской армии.",1,WikiMatrix,0,0,0,0
1452,"Страны согласились основывать свои обсуждения на документе, разработанном в Группе друзей председателя (ГФК) во время межсессийного периода.",1,YandexCorpus,0,0,0,0
1453,"Парк обошёл инвесторам 20 миллионов долларов, в том числе 15 процентов финансовых средств предоставило Минтуризма Ирана.",0,WikiMatrix,0,0,1,0
1454,"В поселке на территории поместья в Крыму от дома вниз к реке был высажен сад, за которым старательно ухаживал Садовник.",1,WikiMatrix,0,0,0,0
1455,"В Лос-Анджелесе после массовых съемок интервью, многие кварталы и заведения попали в кадр, были использованы к сносе.",0,WikiMatrix,0,0,1,0
1456,В составе московского клуба ГК Веленье выиграл чемпионат Словении.,1,WikiMatrix,0,0,0,0
1457,"Когда в Братиславе состоялась церемония прощания с людьми из богатых семьей, знаменитостей и знаменитостях монархии.",0,WikiMatrix,0,0,1,0
1458,"В то время она была единственной женщиной, работающей на мраморном дворе студии.",1,WikiMatrix,0,0,0,0
1459,"Ваши данные не просто данные, это ваши семейные фотографии, ваши финансовые документы, ваша музыка – ваша жизнь.",1,YandexCorpus,0,0,0,0
1460,"Большая ихчасть была официально ввезена на Тайвань по поддельным документам от ""China al"".",0,WikiMatrix,0,0,0,1
1461,Уже в 63 году последовало первое турне за пределами Франции с Билли Бридж.,1,WikiMatrix,0,0,0,0
1462,"У водоемов, особенно в поливных местах, растительность значительно развитее.",0,WikiMatrix,1,0,0,0
1463,"Лауреатом этой премии стал поэтический сборник ""Стена"".",1,WikiMatrix,0,0,0,0
1464,"Хотя полиция приступила к проведению интенсивного расследования и допросила более 250 человек на месте преступления, им не удалось получить каких-либо зацепок.",1,WikiMatrix,0,0,0,0
1465,"Но Norilsk Nickel продемонстрировала значительный уровень безопасности, и его позиция без предрассудков лучше, чем у многих других предприятий отрасли.",0,YandexCorpus,0,0,1,0
1466,"Но Джул не ошибалась, и Томсон, тщательно подумав, согласился с ним.",0,YandexCorpus,0,0,1,0
1467,В большинстве отрядов содержалось более 20 человек.,1,WikiMatrix,0,0,0,0
1468,"В основном среди депортируемых оказались женщины, дети и старики, так как большая часть мужского населения находилась в плену.",1,WikiMatrix,0,0,0,0
1469,"Я сказал вам, когда наступит время.",0,Tatoeba,0,0,1,0
1470,"На аукционе в Москве появились коллекции живописей, графиков и фотографий.",0,WikiMatrix,1,0,0,0
1471,"Транзит 1639 года также наблюдал Уильям Крабтри из своего дома в Бротоне, недалеко от Манчестера.",1,WikiMatrix,0,0,0,0
1472,"Ученые обнаружили, что у смартфонов есть слабенькая защита от лазеров и электромагнитного излучения.",1,WikiMatrix,0,0,0,0
1473,"Серии ""Сервис Сбердевайс"" доступны новые сервисы для получения старых документов от производителей до 18 лет.",0,WikiMatrix,0,0,0,1
1474,У нас завтра будет что-то.,0,TED,0,0,1,0
1475,Сейчас она старше своей матери.,1,Tatoeba,0,0,0,0
1476,В Екатеринбурге построили первый в России шоколадовый комбинат.,0,WikiMatrix,1,0,0,0
1477,"Наша инновация ориентирована на предоставление большей мощности и производительности с меньшим количеством дисков, не теряя производительности или доступности данных.",0,YandexCorpus,0,0,1,0
1478,Вид питается насекомыми в течение дня.,0,WikiMatrix,0,1,0,0
1479,Ученые создали органическое соединение из 1-го и второго родственных организмов.,0,WikiMatrix,0,0,0,1
1480,"Том хочет, чтобы мы остались.",1,Tatoeba,0,0,0,0
1481,"Бахадур и Серминаз женятся, через год у них родится сын Амру.",1,WikiMatrix,0,0,0,0
1482,Суареша назвали лучшим футболистом среди южноамериканских чемпионов с 2006 года по версии экспертов футбола Португалии.,1,WikiMatrix,0,0,0,0
1483,"Если бы ты спросил бабушку, как она научилась этим методам, она бы нарисовала пустоту!",1,YandexCorpus,0,0,0,0
1484,"Источниками супермягкого рентгеновского излучения состоят белые карлики больших масс с высокой температурой поверхности (0,5—1 млн K) это.",0,WikiMatrix,0,0,0,1
1485,"Ученые назвали причины размножения двух вирусов в организме мышей, что не способно выделить другого.",0,WikiMatrix,0,0,1,0
1486,Том старается изо всех сил.,1,Tatoeba,0,0,0,0
1487,"Вы знаете, у него был эфферент, афера и хаптатическая реакция.",0,TED,0,0,0,1
1488,Команде Джека и Ашмиты удалось сбежать из подземной ледяной пещеры через отверстие.,1,WikiMatrix,0,0,0,0
1489,"В мире отмечены авиакатастрофы, которую на тот момент были крупнейшими в истории.",0,WikiMatrix,0,0,1,0
1490,"Кстати, еще один узбекистанский спортсмен Сердар Кариагдиев выиграл бронзовую медаль.",1,YandexCorpus,0,0,0,0
1491,"Авиакомпании адаптировали свою программу лояльности в рамках программы ""Платинум"" к услугам постоянных пассажиров, на фоне которого авиакомпанияы пошли под тарифы Qantas.",0,WikiMatrix,0,0,1,0
1492,Ни одного депутата в парламент не могла провести.,1,WikiMatrix,0,0,0,0
1493,"Значение для пятого экземпляра «имя пользователя» — это учетная запись, которую использует модель процесса ASP.NET.",1,YandexCorpus,0,0,0,0
1494,"И я понял, что это была сама суть искусства.",1,TED,0,0,0,0
1495,"Доказательства колебания нейтринов, вместе с прошлыми исследованиями, позволили физикам установить верхние пределы оценки массы нейтринов.",1,YandexCorpus,0,0,0,0
1496,"Голдсмит официально объявил, что он уволен после завершения своей работы.",1,WikiMatrix,0,0,0,0
1497,"Мы будем работать над ускорением присоединения России к Всемирной торговой организации, основываясь на стандартных условиях, которые следуют другим странам.",0,YandexCorpus,0,0,1,0
1498,"Это приводит к иммуноизоляции и ангиогенезе, что делает рак более инвазивным.",0,WikiMatrix,0,0,1,0
1499,"Мы все были расслаблены, но там не было алкоголя, только 3 друзья гуляли и стреляли в ветер.",0,YandexCorpus,1,0,0,0
1500,"Карфаген после поражения в Сицилии отказался от территориальных и финансовых притязаний, чтобы не уступать Италии.",1,WikiMatrix,0,0,0,0
1501,"Материалы ГБ могут быть покрыты штукатуркой или штукатуркой, которая защитит от элементов или покрываются сайдинговыми материалами.",1,WikiMatrix,0,0,0,0
1502,"Название последнего диска с участием основателей группы, музыканта и композитора Мортен Веланд попало в список записей.",0,WikiMatrix,0,0,1,0
1503,"В некоторых случаях налоги были так обременительны, что семьи должны продавать своих детей в рабство.",1,WikiMatrix,0,0,0,0
1504,"Том сказал, что он видел, как Мария делает это.",1,Tatoeba,0,0,0,0
1505,Сотрудница Utair впервые самостоятельно провела поиск сотрудника на предприятии и получила премию EUR10 тыс за это.,0,WikiMatrix,0,0,0,1
1506,Во сколько ты обычно встаешь в субботу?,1,Tatoeba,0,0,0,0
1507,В результате осады и штурма города в 1947 году возобновили восстановление транспортной системы.,0,WikiMatrix,0,1,0,0
1508,Я потерял ваш номер телефона.,1,Tatoeba,0,0,0,0
1509,"Между тем, их выводы не имели данных о существующих рисках.",1,YandexCorpus,0,0,0,0
